numero_controle_pncp,numero_item,aplicacao_beneficio_me_epp,incentivo_produtivo_basico,exigencia_conteudo_nacional,aplicabilidade_margem_preferencia_normal,aplicabilidade_margem_preferencia_adicional,tipo_margem_preferencia_codigo,tipo_margem_preferencia_nome,percentual_margem_preferencia_normal,percentual_margem_preferencia_adicional,aplicacao_margem_preferencia,amparo_legal_margem_preferencia_id,amparo_legal_margem_preferencia_nome,amparo_legal_margem_preferencia_descricao,aplicacao_criterio_desempate,amparo_legal_criterio_desempate_id,amparo_legal_criterio_desempate_nome,amparo_legal_criterio_desempate_descricao,percentual_desconto
84013408000198-1-000013/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
82951351000142-1-000277/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,8.03
82951351000142-1-000277/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,8.03
84013408000198-1-000013/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002519/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,145,"Lei 14.133/2021, art. 60, I","Critério de desempate: Estipula que, em caso de empate entre propostas de licitação, os licitantes envolvidos devem participar de uma disputa final onde podem apresentar novas propostas imediatamente após a classificação, proporcionando uma chance adicional para vencer a licitação.",0
46374500000194-1-002519/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002464/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,146,"Lei 14.133/2021, art. 60, §1º, I","Critério de desempate: Prioriza, em situações de empate onde nenhum outro critério resolve, as empresas localizadas no território do Estado ou Distrito Federal do órgão licitante, ou, em licitações municipais, no Estado onde o município está situado.",0
46374500000194-1-002398/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002398/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-001782/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002414/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002414/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002047/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002047/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002171/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002251/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11252797000130-1-000002/2025,5704385,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.99
11252797000130-1-000002/2025,5704388,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.93
11252797000130-1-000002/2025,5704391,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.21
11252797000130-1-000002/2025,5704392,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.99
46374500000194-1-011468/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45122603000102-1-000270/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76208867000107-1-000078/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76208867000107-1-000078/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76208867000107-1-000078/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76208867000107-1-000078/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76208867000107-1-000078/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45122603000102-1-000270/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45122603000102-1-000270/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45122603000102-1-000270/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45122603000102-1-000270/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
12998458000160-1-001308/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003059/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003044/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003044/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11049855000123-1-000031/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11049855000123-1-000031/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45353315000150-1-000056/2025,5608636,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.88
46374500000194-1-002861/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002861/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002795/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46377800000127-1-001612/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46377800000127-1-001612/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
90152240000102-1-000339/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634481000198-1-000067/2024,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000143-1-000757/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002867/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08597121000174-1-001482/2024,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000143-1-000757/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08597121000174-1-001482/2024,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002828/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08597121000174-1-000159/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08597121000174-1-000159/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,157,Instrução normativa de critério de julgamento e/ou edital (Sorteio),Critério de desempate: Realização de sorteio.,0
46374500000194-1-003063/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003063/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000143-1-000757/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10221786000120-1-000027/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10221786000120-1-000027/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002356/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002356/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
96291141000180-1-001735/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
96291141000180-1-001735/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,157,Instrução normativa de critério de julgamento e/ou edital (Sorteio),Critério de desempate: Realização de sorteio.,0
96291141000180-1-001735/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-022768/2024,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08597121000174-1-000159/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08597121000174-1-000159/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08597121000174-1-000159/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
27080605000196-1-000290/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
96291141000180-1-001735/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
96291141000180-1-001735/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76208867000107-1-000077/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76208867000107-1-000077/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
16781346000104-1-000211/2025,6697358,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.1
11295419000134-1-000023/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,26
11295419000134-1-000023/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,12
15126437000305-1-000262/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000305-1-000262/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000305-1-000262/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-007311/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-007311/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-007311/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-007311/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11295419000134-1-000023/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,40
11295419000134-1-000023/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,60
46374500000194-1-002924/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002924/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634457000159-1-000022/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634457000159-1-000022/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634457000159-1-000022/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634457000159-1-000022/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000305-1-000262/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
75587204000170-1-000084/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003246/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08241754000145-1-000078/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08241754000145-1-000078/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
28909604000174-1-000008/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
28909604000174-1-000008/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,157,Instrução normativa de critério de julgamento e/ou edital (Sorteio),Critério de desempate: Realização de sorteio.,0
46374500000194-1-003151/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003151/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003151/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
48468284000171-1-000029/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
48468284000171-1-000029/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
48468284000171-1-000029/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
48468284000171-1-000029/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
48468284000171-1-000029/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18313833000178-1-000143/2025,31,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-010927/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
42498600000171-1-004244/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88756929000196-1-000029/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88756929000196-1-000029/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88756929000196-1-000029/2024,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88756929000196-1-000029/2024,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88756929000196-1-000029/2024,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000376/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000376/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
83899526000182-1-000231/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000376/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
24855363000177-1-000023/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000301/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,54.65
46634564000187-1-000301/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,35.09
46634564000187-1-000301/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,37.94
46634564000187-1-000301/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,62.06
76970367000108-1-000028/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76970367000108-1-000028/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11252797000130-1-000003/2025,5722713,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.94
11252797000130-1-000003/2025,5722716,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.96
11252797000130-1-000003/2025,5722717,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.89
11252797000130-1-000003/2025,5722719,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.99
11022597001325-1-000144/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11168270000122-1-000020/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,97
06190522000180-1-000040/2025,5550807,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.99
06190522000180-1-000040/2025,5550808,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.99
00394452000103-1-016853/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
06190522000180-1-000040/2025,5550800,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,100
11168270000122-1-000020/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,89
11168270000122-1-000020/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,89
11168270000122-1-000020/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,80
46634440000100-1-000114/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634440000100-1-000114/2025,2,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634440000100-1-000114/2025,3,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45678000000183-1-000011/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,3.18
45678000000183-1-000011/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,21.67
45678000000183-1-000011/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,41.31
45678000000183-1-000011/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
83931550000151-1-000035/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,27.46
60747318000162-1-000597/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002706/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
60747318000162-1-000731/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-016853/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002706/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002912/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002912/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002912/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18133439000158-1-000019/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18133439000158-1-000019/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18133439000158-1-000019/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18133439000158-1-000019/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003267/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-003267/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002868/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
58200015000183-1-000220/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
58200015000183-1-000220/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
58200015000183-1-000220/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
58200015000183-1-000220/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394429000100-1-000392/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394429000100-1-000392/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
91573048000144-1-000078/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
58200015000183-1-000220/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
87990800000185-1-000126/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
87990800000185-1-000126/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
87990800000185-1-000126/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
87990800000185-1-000126/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
16255077000142-1-000013/2025,5733592,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,60.29
16255077000142-1-000013/2025,5733593,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,8.39
16255077000142-1-000013/2025,5733594,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,22.24
16255077000142-1-000013/2025,5733597,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,17.2
87958625000149-1-000220/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
16692121000181-1-000064/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
16692121000181-1-000064/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88659313000105-1-000064/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88659313000105-1-000064/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88659313000105-1-000064/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88659313000105-1-000064/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
33781055000135-1-000624/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
87958625000149-1-000185/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
87958625000149-1-000185/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
29063294000182-1-000118/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
29063294000182-1-000118/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-006925/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-006925/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-006925/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
83169623000110-1-000398/2024,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
83169623000110-1-000398/2024,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
01431375000179-1-000003/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
60448040000122-1-000284/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
60448040000122-1-000284/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
60448040000122-1-000209/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-002229/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
60448040000122-1-000209/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394429000100-1-000474/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394429000100-1-000474/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634291000170-1-000288/2025,1798198,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,53.8
46634291000170-1-000288/2025,1798200,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,92.21
15126437000305-1-000128/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000305-1-000128/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
33781055000135-1-000531/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
33781055000135-1-000531/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000305-1-000128/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
33781055000135-1-000531/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45781176000166-1-000246/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
